Project_name,project_by,location,Super Built Area,Price Range,Price Per Sq Ft,Description,Project Status,possession_date,Bedrooms,units,towers,unit_price,rera_no,lat_lng
"
Sree Adithya Elite
",Sree Adithya Developers,"
in Seegehalli-K R Puram
, Bangalore

 
","1110
sqft","₹
43.8 Lac","₹
3,950 per
sqft","
Description:


2 BHK Flat This is a beautiful flat for sale in a very good location KR Puram, Bangalore. Spread in an area of 1016 sqft this flat is very near to all the important places like ITI Central School. This one is unfurnished  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",80 Units ,1 Towers ,"(2 BHK Flat->1016 sqft), (2 BHK Flat->1026 sqft), (2 BHK Flat->1041 sqft), (2 BHK Flat->1050 sqft), (2 BHK Flat->1055 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1064 sqft), (2 BHK Flat->1065 sqft), (2 BHK Flat->1066 sqft), (2 BHK Flat->1110 sqft), (3 BHK Flat->1280 sqft), (3 BHK Flat->1451 sqft) ",,"lat=13.007085,longt=77.73972"
"
Value Plus
",MV and Vajra Developers,"
in Kanakapura Road
, Bangalore

 
","1055
sqft","₹
52.2 Lac","₹
4950 per
sqft","
Description:


This Flat is built up in 1055 Sq-ft is on Third & First floor of 5 levels. A tower has 2 elevators for convienence. This fantastic Flat has modern amenities like Swimming Pool, Reserved Parking, Lift, Power Back Up and  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",149 Units ,3 Towers ,"(2 BHK Flat->1055 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1095 sqft), (2 BHK Flat->1100 sqft), (2 BHK Flat->1110 sqft), (2 BHK Flat->1130 sqft), (2 BHK Flat->1140 sqft), (2 BHK Flat->1145 sqft), (2 BHK Flat->1150 sqft), (2 BHK Flat->1165 sqft), (2 BHK Flat->1170 sqft), (2 BHK Flat->1220 sqft), (3 BHK Flat->1270 sqft), (3 BHK Flat->1280 sqft), (3 BHK Flat->1340 sqft), (3 BHK Flat->1370 sqft), (3 BHK Flat->1375 sqft), (3 BHK Flat->1410 sqft), (3 BHK Flat->1415 sqft), (3 BHK Flat->1425 sqft), (3 BHK Flat->1480 sqft), (3 BHK Flat->1515 sqft), (3 BHK Flat->1535 sqft), (3 BHK Flat->1630 sqft) ",,"lat=13.007085,longt=77.73972"
"
RBD Stillwaters
",RBD Shelters,"
in Sarjapur Road
, Bangalore

 
","2045
sqft","₹
1.0 Cr","₹
4,890 per
sqft","
Description:


This is a well apppointed beautiful Unit situated in RBD Stillwaters, Sarjapur Road. With 3 room and 3 spacious bathrooms, the Unit is Unfurnished. 1 Cr is the value for this Unit. The Unit brings facilities like Power Back  



",Ongoing,"
Possession in 2018
","
3 BHK
Apartment

",288 Units ,3 Towers ,"(2 BHK Flat->1485 sqft), (3 BHK Flat->1690 sqft), (3 BHK Flat->1790 sqft), (3 BHK Flat->1850 sqft), (3 BHK Flat->1875 sqft), (3 BHK Flat->2045 sqft), (3 BHK Flat->2176 sqft), (4 BHK Villa->3248 sqft), (4 BHK Villa->4294 sqft), (4 BHK Villa->3345 sqft), (4 BHK Villa->2629 sqft), (4 BHK Villa->2352 sqft), (4 BHK Villa->3245 sqft), (4 BHK Villa->4387 sqft) ",,"lat=13.007085,longt=77.73972"
"
ARK Cloud City
",ARK Infra Developers Pvt Ltd,"
in Whitefield
, Bangalore

 
","1710
sqft","₹
83.0 Lac","₹
4,851 per
sqft","
Description:


Driven by passion, conceived by top class designers, Ark cloud City rises to be the destination next. Not just a customer preference, accolades pour in from professional bodies. Located in whitefield and a few minutes drive  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",165 Units ,5 Towers ,"(2 BHK Flat->1185 sqft), (2 BHK Flat->1270 sqft), (2 BHK Flat->1320 sqft), (3 BHK Flat->1550 sqft), (3 BHK Flat->1555 sqft), (3 BHK Flat->1565 sqft), (3 BHK Flat->1650 sqft), (3 BHK Flat->1710 sqft), (3 BHK Flat->2040 sqft) ",,"lat=12.975038,longt=77.74502"
"
Narya 5 Elements
",Narya Builders,"
in Whitefield
, Bangalore

 
","970
sqft","₹
46.0 Lac","₹
4,742 per
sqft","
Description:


It is a well-designed beautiful Flat built in Narya 5 Elements, Whitefield. Offering 2 bedroom and 2 spacious bathrooms, the Flat is Unfurnished. Rooms have Granite and Vitrified flooring. 46 Lac is the expected price of the  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",139 Units ,2 Towers ,"(2 BHK Flat->955 sqft), (2 BHK Flat->970 sqft), (2 BHK Flat->1031 sqft), (2 BHK Flat->1081 sqft), (2 BHK Flat->1124 sqft), (2 BHK Flat->1136 sqft), (2 BHK Flat->1144 sqft), (2 BHK Flat->1205 sqft), (2 BHK Flat->1251 sqft), (2 BHK Flat->1262 sqft), (3 BHK Flat->1602 sqft), (3 BHK Flat->1654 sqft), (3 BHK Flat->1680 sqft), (3 BHK Flat->1925 sqft) ",,"lat=12.975038,longt=77.74502"
"
DSR White Waters
",DSR Infrastructure,"
in Sarjapur Road
, Bangalore

 
","1128
sqft","₹
50.1 Lac","₹
4,441 per
sqft","
Description:


Located on Carmelaram Road, Gunjur, off Sarjapur Road, DSR White Waters is just minutes away from Wipro corporate office. In the close vicinity are numerous IT parks, prestigious MNCs, respected educational institutions,  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",221 Units ,3 Towers ,"(2 BHK Flat->1061 sqft), (2 BHK Flat->1082 sqft), (2 BHK Flat->1091 sqft), (2 BHK Flat->1109 sqft), (2 BHK Flat->1111 sqft), (2 BHK Flat->1116 sqft), (2 BHK Flat->1128 sqft), (3 BHK Flat->1362 sqft), (3 BHK Flat->1410 sqft), (3 BHK Flat->1435 sqft), (3 BHK Flat->1496 sqft), (3 BHK Flat->1544 sqft), (3 BHK Flat->1589 sqft), (3 BHK Flat->1647 sqft) ",,"lat=13.007085,longt=77.73972"
"
Vasudha Springs
",Vasudha Builders,"
in Whitefield
, Bangalore

 
","1355
sqft","₹
45.4 Lac","₹
3,350 per
sqft","
Description:


This spacious Home has a covered area of 1355 Sq-ft is on level 1 of total 5 floors in building. With 3 room and 3 bathroom, the Home is Unfurnished. The well ventilated Home brings facilities like Swimming Pool, Lift, Power  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",92 Units ,1 Towers ,"(2 BHK Flat->1120 sqft), (2 BHK Flat->1180 sqft), (2 BHK Flat->1190 sqft), (2 BHK Flat->1195 sqft), (2 BHK Flat->1230 sqft), (2 BHK Flat->1235 sqft), (2 BHK Flat->1240 sqft), (2 BHK Flat->1245 sqft), (2 BHK Flat->1265 sqft), (2 BHK Flat->1290 sqft), (3 BHK Flat->1295 sqft), (3 BHK Flat->1330 sqft), (3 BHK Flat->1355 sqft), (3 BHK Flat->1450 sqft) ",,"lat=12.975038,longt=77.74502"
"
Sumadhura Soham
",Sumadhura Group,"
in Whitefield
, Bangalore

 
","1220
sqft","₹
64.7 Lac","₹
5,300 per
sqft","
Description:


It is a well-designed spacious Unit in Sumadhura Soham, Whitefield. Featuring 2 bedroom along with 2 bathrooms, the Unit is Unfurnished. Approx 64. 6 Lac is the expected price for the Unit. The well planned Unit has modern  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",245 Units ,12 Towers ,"(2 BHK Flat->1170 sqft), (2 BHK Flat->1180 sqft), (2 BHK Flat->1215 sqft), (2 BHK Flat->1220 sqft), (2 BHK Flat->1225 sqft), (2 BHK Flat->1260 sqft), (2 BHK Flat->1265 sqft), (2 BHK Flat->1540 sqft), (2 BHK Flat->1545 sqft), (3 BHK Flat->1560 sqft), (3 BHK Flat->1755 sqft) ",,"lat=12.975038,longt=77.74502"
"
Shriram Greenfield O2 Homes
",Shriram Properties,"
in Whitefield
, Bangalore

 
","1350
sqft","₹
50.0 Lac","₹
3,704 per
sqft","
Description:


Shriram Greenfield O2 Homes, Features a 15 minute drive from the Whitefield Tech Hub, North Bengaluru Investment Hub and Hoskote Industrial Hub. Located in investment hotspot Budigere Cross, off Whitefield, close to where  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",9 Towers ,,"(2 BHK Flat->935 sqft), (3 BHK Flat->1350 sqft) ",,"lat=12.975038,longt=77.74502"
"
Arvind Expansia
",Arvind SmartSpaces Limited,"
in Whitefield
, Bangalore

 
","1182
sqft","₹
1.32 Cr","₹
11,168 per
sqft","
Description:


This is a Flat built in Arvind Expansia, Whitefield. Having 3 bedroom and 3 spacious bathrooms, the Flat is Unfurnished. Each tower has 2 elevators. It facilitates car parking. 1. 32 Cr is the cost of Flat. Has Granite,  



",Ready To Move,"
Possession in 2018
","
3 BHK
Apartment

",50 Units ,3 Towers ,"(3 BHK Flat->1182 sqft), (4 BHK Flat->2268 sqft), (5 BHK Villa->3450 sqft) ",,"lat=12.975038,longt=77.74502"
"
Garden Residency
",The Creative Homes,"
in Whitefield
, Bangalore

 
","1260
sqft","₹
44.1 Lac","₹
3500 per
sqft","
Description:


THE CREATIVE HOMES , ""Garden Residency"" project offers you 7 elegantly designed towers comprising of 132 apartments encompassing 2 Bedroom homes each floor will have just 4 flats for every 20 flats there will be a lift. It  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",132 Units ,7 Towers ,(2 BHK Flat->1260 sqft) ,,"lat=12.975038,longt=77.74502"
"
Cynosure White Spaces
",Cynosure Homez,"
in Whitefield
, Bangalore

 
","866
sqft","₹
34.0 Lac","₹
3,926 per
sqft","
Description:


The project is an architectural marvel with 70% Open spaces which are filled with landscapped gardens with Garden view to each flat. Minimalistic design with maximum utilisation of space is the driving design aspect of this  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",108 Units ,2 Towers ,"(2 BHK Flat->800 sqft), (2 BHK Flat->817 sqft), (2 BHK Flat->866 sqft), (2 BHK Flat->900 sqft), (2 BHK Flat->1000 sqft), (2 BHK Flat->1029 sqft), (2 BHK Flat->1035 sqft), (2 BHK Flat->1036 sqft), (2 BHK Flat->1054 sqft), (2 BHK Flat->1060 sqft), (2 BHK Flat->1153 sqft), (3 BHK Flat->1225 sqft), (3 BHK Flat->1227 sqft), (3 BHK Flat->1250 sqft), (3 BHK Flat->1281 sqft), (3 BHK Flat->1335 sqft), (3 BHK Flat->1350 sqft), (3 BHK Flat->1353 sqft), (3 BHK Flat->1431 sqft), (3 BHK Flat->1440 sqft), (3 BHK Flat->1441 sqft), (3 BHK Flat->1550 sqft), (3 BHK Flat->1573 sqft), (3 BHK Flat->1577 sqft) ",,"lat=12.975038,longt=77.74502"
"
MVS Builders Paradise
",MVS Builders,"
in Whitefield
, Bangalore

 
","780
sqft","₹
25.7 Lac","₹
3300 per
sqft","
Description:


MVS Paradise is a beautiful apartment project by MVS Builders. It is located at Whitefield near Hopefarm circle. It is very close to major IT hubs, sc 



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",48 Units ,1 Towers ,"(1 BHK Flat->570 sqft), (1 BHK Flat->590 sqft), (2 BHK Flat->740 sqft), (2 BHK Flat->780 sqft), (2 BHK Flat->800 sqft), (2 BHK Flat->830 sqft), (2 BHK Flat->860 sqft), (2 BHK Flat->940 sqft), (2 BHK Flat->950 sqft), (2 BHK Flat->990 sqft), (2 BHK Flat->1050 sqft) ",,"lat=12.975038,longt=77.74502"
"
Sanvi Sankalpam
",Sanvi Property Developers,"
in Whitefield
, Bangalore

 
","1145
sqft","₹
38.4 Lac","₹
3,353 per
sqft","
Description:


4 side open walls,close proximity to schools like DPS,WGS hospitals like columbia asia,satya sai baba,close to upcoming metro 



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",76 Units ,1 Towers ,"(2 BHK Flat->792 sqft), (2 BHK Flat->795 sqft), (2 BHK Flat->825 sqft), (2 BHK Flat->1100 sqft), (2 BHK Flat->1105 sqft), (2 BHK Flat->1135 sqft), (2 BHK Flat->1145 sqft), (3 BHK Flat->1460 sqft) ",,"lat=12.975038,longt=77.74502"
"
Parimala Skyview
",Vishnu Priya Group,"
in Whitefield
, Bangalore

 
","1375
sqft","₹
73.5 Lac","₹
5,345 per
sqft","
Description:


The extraordinary architecture of this dwelling symbolizes classic contemporary urban living. If you plan to invest in Parimala Skyview then there is no need to have second thoughts to it as it is the perfect choice for you  



",Under Construction,"
Possession in 2018
","
2 BHK
Apartment

",94 Units ,1 Towers ,"(2 BHK Flat->1375 sqft), (2 BHK Flat->1386 sqft), (2 BHK Flat->1395 sqft), (2 BHK Flat->1443 sqft), (3 BHK Flat->1850 sqft), (3 BHK Flat->1854 sqft), (3 BHK Flat->2154 sqft), (3 BHK Flat->2269 sqft) ",,"lat=12.975038,longt=77.74502"
"
Sumadhura Eden Garden
",Sumadhura Infracon Private Limited,"
in Whitefield
, Bangalore

 
","670
sqft","₹
28.8 Lac","₹
4,299 per
sqft","
Description:


This is a Flat built in Sumadhura Eden Garden, Whitefield. With 1 room along with 1 bathrooms, the Flat is Unfurnished. This Flat has an area of 670 Sq-ft is on 14th floor of 14 floors. 28. 8 Lac is the value of the Flat.  



",Under Construction,"
Possession in 2018
","
1 BHK
Apartment

",1113 Units ,12 Towers ,"(1 BHK Flat->660 sqft), (1 BHK Flat->670 sqft), (2 BHK Flat->1096 sqft), (2 BHK Flat->1105 sqft), (2 BHK Flat->1197 sqft), (2 BHK Flat->1361 sqft), (2 BHK Flat->1380 sqft), (3 BHK Flat->1498 sqft), (3 BHK Flat->1523 sqft) ",,"lat=12.975038,longt=77.74502"
"
Bren Spencer
",Bredco Devlopers,"
in Marathahalli
, Bangalore

 
","1644
sqft","₹
82.0 Lac","₹
4987 per
sqft","
Description:


3 side open - great ventilation and light + Kaveri water (no tank water) + A khata in owner's name + OC available + Fully furnished apartment, though not charging extra for it + Society celebrates all major festivals -  



",Ready To Move,"
Ready To Move
","
3 BHK
Apartment

",180 Units ,4 Towers ,"(2 BHK Flat->1075 sqft), (2 BHK Flat->1176 sqft), (3 BHK Flat->1480 sqft), (3 BHK Flat->1498 sqft), (3 BHK Flat->1644 sqft), (3 BHK Flat->1767 sqft) ",,"lat=12.896151,longt=77.785736"
"
Umiya Woods
",Umiya Builders and Developers,"
in Whitefield
, Bangalore

 
","1700
sqft","₹
1.03 Cr","₹
6058 per
sqft","
Description:


This BBMP Approved 2 BHK Apartment is Located in Umiya Woods Project near to Deen's Academy on ECC Road at Whitefield, Bangalore. Umiya Woods presents meticulously designed apartments with world-class amenities. ""OC/CC - CC  



",Under Construction,"
Possession in 2018
","
3 BHK
Apartment

",96 Units ,4 Towers ,"(2 BHK Flat->1280 sqft), (2 BHK Flat->1290 sqft), (3 BHK Flat->1700 sqft), (3 BHK Flat->1830 sqft), (3 BHK Flat->1850 sqft), (3 BHK Flat->1870 sqft) ",,"lat=12.975038,longt=77.74502"
"
Ferns City Marathahalli
",Ferns Builders and Developers,"
in Marathahalli
, Bangalore

 
","3000
sqft","₹
3.0 Cr","₹
10,000 per
sqft","
Description:


Ferns City, is a sprawling luxury enclave of magnificent Villas in Bangalore, elevating the contemporary lifestyle. These Residential Apartments in Bangalore offers you the kind of life that rejuvenates you, the one that  



",Ready To Move,"
Ready To Move
","
Plot

",170 Units ,,"(Residential Plot->3000 sqft), (3 BHK Villa->2000 sqft), (4 BHK Villa->4000 sqft) ",,"lat=12.896151,longt=77.785736"
"
Purva Riviera
",Puravankara Projects Ltd,"
in Marathahalli
, Bangalore

 
","1583
sqft","₹
1.16 Cr","₹
7,328 per
sqft","
Description:


The unit has 3 bathrooms and 3 balconies. It has 1583 sq-ft of covered area. The price of the unit is kept at 1.20 crore. It is located on 7 floor from 9 floors in all and is spacious enough for a family. This is a 3  



",Ready To Move,"
Ready To Move
","
3 BHK
Apartment

",802 Units ,15 Towers ,"(2 BHK Flat->1250 sqft), (2 BHK Flat->1254 sqft), (2 BHK Flat->1300 sqft), (3 BHK Flat->1583 sqft), (3 BHK Flat->1600 sqft), (4 BHK Flat->2000 sqft), (4 BHK Flat->2900 sqft), (4 BHK Flat->3900 sqft) ",,"lat=12.896151,longt=77.785736"
"
Mantri Espana
",Mantri Developers,"
in Marathahalli
, Bangalore

 
","5965
sqft","₹
4.0 Cr","₹
6,706 per
sqft","
Description:


It is a 5 Bhk semi furnished flat in Mantri Espana for sale,the main door is facing east,it has got all the high end amenities like swimming pool,party hall,billiards,reading room,kids play area,badminton court etc and is  



",Ready To Move,"
Ready To Move
","
5 BHK
Apartment

",339 Units ,13 Towers ,"(3 BHK Flat->2635 sqft), (4 BHK Flat->3740 sqft), (5 BHK Flat->5965 sqft) ",,"lat=12.896151,longt=77.785736"
"
RMZ Sawaan
",RMZ Builders,"
in Yelahanka
, Bangalore

 
","4346
sqft","₹
4.31 Cr","₹
9,917 per
sqft","
Description:


A serene three-hundred-meter drive away from Bangalores New Airport Road, nestled in orchard land and azure sky, lies the canvas of a picture perfect life. A niche and secluded gated community of 34 villas, RMZ Sawaan at  



",Ready To Move,"
Ongoing
","
4 BHK
Villa

",122 Units ,,"(1 BHK Villa->4200 sqft), (4 BHK Villa->4346 sqft), (4 BHK Villa->4200 sqft) ",,"lat=13.093235,longt=77.59425"
"
Purva Fountain Square
",Puravankara Projects Ltd,"
in Marathahalli
, Bangalore

 
","1694
sqft","₹
1.30 Cr","₹
7675 per
sqft","
Description:


one of the best society in Bangalore east location 



",Ready To Move,"
Ready To Move
","
3 BHK
Apartment

",1150 Units ,16 Towers ,"(2 BHK Flat->1280 sqft), (2 BHK Flat->1336 sqft), (2 BHK Flat->1350 sqft), (2 BHK Flat->1386 sqft), (3 BHK Flat->1500 sqft), (3 BHK Flat->1580 sqft), (3 BHK Flat->1582 sqft), (3 BHK Flat->1583 sqft), (3 BHK Flat->1597 sqft), (3 BHK Flat->1600 sqft), (3 BHK Flat->1640 sqft), (3 BHK Flat->1650 sqft), (3 BHK Flat->1694 sqft), (3 BHK Flat->1750 sqft) ",,"lat=12.896151,longt=77.785736"
"
RMZ Galleria
",RMZ Homes,"
in Yelahanka
, Bangalore

 
","1875
sqft","₹
1.69 Cr","₹
9,013 per
sqft","
Description:


Integrated Project with Mall and Office space . It is considered a Landmark in Yelahanka. It is a lifestyle project with beautiful lobby and amenities. Its got an infinity pool on the rooftop and the amenities are spread  



",Ongoing,"
Ongoing
","
3 BHK
Apartment

",322 Units ,4 Towers ,"(2 BHK Flat->1464 sqft), (2 BHK Flat->1468 sqft), (3 BHK Flat->1875 sqft), (3 BHK Flat->1910 sqft), (3 BHK Penthouse->2850 sqft) ",,"lat=13.093235,longt=77.59425"
"
TMR Blossoms
",MR Developer,"
in Yelahanka
, Bangalore

 
","4320
sqft","₹
3.02 Cr","₹
7000 per
sqft","
Description:


This Villa of total 4 floors faces East direction. Ideal place to invest in for a family to make a beautiful house. The type of ownership is Freehold. Reserved covered car parking for residents available. The Villa is newly  



",Ongoing,"
Ongoing
","
5 BHK
Villa

",18 Units ,,(5 BHK Villa->4320 sqft) ,,"lat=13.093235,longt=77.59425"
"
Canopy Crest Limited Edition
",Canopy Estates Pvt Ltd.,"
in Yelahanka
, Bangalore

 
","1909
sqft","₹
93.0 Lac","₹
4,872 per
sqft","
Description:


This is a well apppointed Home located in Canopy Crest Limited Edition, Yelahanka. Featuring 3 bedroom and 3 bathroom, the Home is Semi-Furnished. 93 Lac is what the price expected for the Home. The Home is on level 4 of 10  



",Ready To Move,"
Ongoing
","
3 BHK
Apartment

",86 Units ,2 Towers ,"(2 BHK Flat->1404 sqft), (3 BHK Flat->1804 sqft), (3 BHK Flat->1909 sqft), (3 BHK Flat->2026 sqft), (3 BHK Flat->2052 sqft), (3 BHK Flat->2053 sqft) ",,"lat=13.093235,longt=77.59425"
"
Shriram Sahaana
",Shriram Properties,"
in Yelahanka
, Bangalore

 
","1270
sqft","₹
65.0 Lac","₹
5118 per
sqft","
Description:


The Home features 2 bathroom and 2 balconies. The Price for the Home is 65 Lac. This is a 2 bedroom apartment located in Shriram Sahaana, NagenaHalli. It is on fourth level of the 12 floors in all and is also well  



",Ready To Move,"
Ongoing
","
2 BHK
Apartment

",,,"(2 BHK Flat->1270 sqft), (2 BHK Flat->1305 sqft) ",,"lat=13.093235,longt=77.59425"
"
Krishna Shelton
",Krishna Enterprises,"
in Yelahanka
, Bangalore

 
","1897
sqft","₹
1.09 Cr","₹
5,746 per
sqft","
Description:


The Expected price for this Unit is around 1. 09 Cr. The Unit features 3 bathroom and offers view from 2 balconies. It is located on 8 floor from 14 floors in all and is spacious enough for a family. It is a 3 BHK apartment  



",Ready To Move,"
Ongoing
","
3 BHK
Apartment

",260 Units ,2 Towers ,"(2 BHK Flat->1407 sqft), (3 BHK Flat->1755 sqft), (3 BHK Flat->1776 sqft), (3 BHK Flat->1897 sqft), (3 BHK Penthouse->2079 sqft), (4 BHK Penthouse->2400 sqft) ",,"lat=13.093235,longt=77.59425"
"
Nagarjuna Meadows
",NCC Urban Infrastructure Ltd.,"
in Yelahanka
, Bangalore

 
","1692
sqft","₹
87.0 Lac","₹
5,142 per
sqft","
Description:


Phase1 east facing, ready to move in. single owner... 8th Floor 3Bed, 3 Toilet 



",Ready To Move,"
Ongoing
","
3 BHK
Apartment

",522 Units ,4 Towers ,"(2 BHK Flat->1150 sqft), (2 BHK Flat->1200 sqft), (2 BHK Flat->1334 sqft), (3 BHK Flat->1552 sqft), (3 BHK Flat->1615 sqft), (3 BHK Flat->1692 sqft), (3 BHK Flat->1707 sqft), (3 BHK Flat->1812 sqft) ",,"lat=13.093235,longt=77.59425"
"
NCC Meadows
",NCC Urban Infrastructure Ltd.,"
in Yelahanka
, Bangalore

 
","1656
sqft","₹
80.0 Lac","₹
4,831 per
sqft","
Description:


The Price for the Apartment is 80 Lac. It is on first level out of 12 floors in the tower and is also airy and spacious. This is a 3 bed room apartment present in NCC Meadows, Yelahanka. The Apartment features 3 well  



",Ready To Move,"
Ongoing
","
3 BHK
Apartment

",,,(3 BHK Flat->1656 sqft) ,,"lat=13.093235,longt=77.59425"
"
Esteem Northwood
",Esteem Group,"
in Yelahanka
, Bangalore

 
","3600
sqft","₹
2.60 Cr","₹
7,222 per
sqft","
Description:


From the house of Esteem Group, we present to you NORTHWOOD in the heart of North Bangalore Yelahanka. Esteem Northwood is an exclusive development which consists of villaments, villas and mansions and will be fully loaded  



",Ready To Move,"
Ongoing
","
4 BHK
Villa

",22 Units ,,"(3 BHK Villa->4900 sqft), (3 BHK Villa->3800 sqft), (4 BHK Villa->3990 sqft), (4 BHK Villa->3600 sqft), (4 BHK Villa->4294 sqft), (4 BHK Villa->3700 sqft), (5 BHK Villa->4100 sqft), (5 BHK Villa->5364 sqft), (5 BHK Villa->4000 sqft), (5 BHK Villa->4500 sqft), (5 BHK Villa->5400 sqft), (5 BHK Villa->4600 sqft), (5 BHK Villa->4400 sqft), (5 BHK Villa->4900 sqft), (5 BHK Villa->3800 sqft) ",,"lat=13.093235,longt=77.59425"
